28.5559199892151, 77.38944315544168
28.5523012325147, 77.39562296445828
28.55282897561331, 77.38532328276396
28.557314685153074, 77.38867067931461
28.551189193755295, 77.3893787824311
28.553846758405218, 77.38577389383809
28.551566157362384, 77.38440060294552
28.548983929615655, 77.38186859786232
28.548606956764857, 77.38600992821026
28.548569259405554, 77.38611721656123
28.550077143252008, 77.39478611532061
28.55401638794239, 77.3937346901981
28.556259241307306, 77.39789747821624
28.55362058533004, 77.40004324523588
28.549549386390073, 77.39693188305738
28.548022646207716, 77.40154528214963
28.541940016950136, 77.3990607123647
28.539820253137147, 77.41440676126773
28.53496960456142, 77.41054929103706
28.533690457990733, 77.41745113762869
